,StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Grade_Class
1828,2829,16,Male,Caucasian,High School,12.6,7,No,Low,Yes,No,No,Yes,2.3,3.0,B
1829,2830,15,Female,African American,None,6.8,14,No,None,No,Yes,No,No,1.7,4.0,A
1830,2831,16,Male,Asian,High School,6.0,17,Yes,Moderate,No,No,No,Yes,1.8,4.0,A
1831,2832,15,Male,Asian,Some College,11.6,19,No,High,No,No,No,No,1.5,4.0,A
1832,2833,18,Female,African American,High School,10.0,28,Yes,Low,No,Yes,No,No,0.0,4.0,A
1833,2834,17,Female,Asian,High School,11.6,15,No,None,No,No,No,Yes,1.6,4.0,A
1834,2835,18,Male,Caucasian,Some College,5.7,5,No,Low,No,No,No,Yes,2.2,3.0,B
1835,2836,16,Female,African American,Some College,7.3,27,No,Moderate,Yes,No,No,No,0.5,4.0,A
1836,2837,16,Female,Caucasian,High School,1.7,20,No,Moderate,No,No,No,No,0.7,4.0,A
1837,2838,18,Female,Caucasian,Some College,1.0,16,No,Low,Yes,Yes,No,No,1.8,4.0,A
1838,2839,18,Male,Asian,Some College,5.1,8,No,High,No,No,No,No,2.3,3.0,B
1839,2840,15,Male,African American,Some College,1.5,18,Yes,High,Yes,Yes,No,No,1.8,4.0,A
1840,2841,16,Female,Caucasian,Bachelor's,2.1,17,No,High,No,No,No,No,1.6,4.0,A
1841,2842,16,Female,Other,High School,16.3,24,Yes,Moderate,Yes,No,No,No,1.5,4.0,A
1842,2843,18,Female,Caucasian,Bachelor's,0.8,22,No,Moderate,No,No,Yes,No,0.5,4.0,A
1843,2844,17,Female,Caucasian,Some College,13.2,4,Yes,Moderate,No,No,No,No,3.1,1.0,F
1844,2845,16,Female,Caucasian,Some College,5.5,27,No,Moderate,No,No,No,No,0.3,4.0,A
1845,2846,17,Male,Asian,Some College,17.4,5,No,None,No,No,No,No,2.2,3.0,B
1846,2847,18,Female,Asian,Some College,9.7,11,No,High,Yes,No,No,Yes,2.5,2.0,D
1847,2848,18,Male,Caucasian,High School,6.1,10,No,Moderate,No,No,No,No,2.0,4.0,A
1848,2849,15,Female,African American,Some College,10.4,15,Yes,Low,Yes,No,No,No,2.3,3.0,B
1849,2850,16,Male,Caucasian,Some College,7.6,19,No,Low,No,No,No,Yes,1.3,4.0,A
1850,2851,17,Female,Asian,Some College,11.3,16,No,Low,Yes,No,Yes,No,1.8,4.0,A
1851,2852,15,Male,Caucasian,High School,2.3,19,Yes,Very High,No,No,No,No,1.5,4.0,A
1852,2853,16,Female,Caucasian,Bachelor's,19.9,8,No,Low,No,Yes,No,Yes,2.2,3.0,B
1853,2854,15,Male,Other,Some College,8.5,0,Yes,High,No,Yes,No,No,3.8,0.0,F
1854,2855,18,Male,Caucasian,None,7.0,25,No,Moderate,Yes,Yes,No,Yes,0.9,4.0,A
1855,2856,16,Male,Caucasian,Some College,14.2,2,Yes,High,No,Yes,No,No,3.5,0.0,F
1856,2857,15,Male,African American,Some College,7.3,20,No,Moderate,No,No,No,No,1.0,4.0,A
1857,2858,15,Male,Other,Some College,16.7,22,Yes,Very High,No,No,No,No,2.0,4.0,A
1858,2859,17,Male,Caucasian,Some College,9.1,8,No,Low,No,Yes,Yes,No,2.7,2.0,D
1859,2860,15,Female,Caucasian,Bachelor's,14.4,21,No,Moderate,No,No,Yes,Yes,1.6,4.0,A
1860,2861,16,Male,Caucasian,High School,2.1,18,No,Low,No,No,No,No,0.7,4.0,A
1861,2862,16,Female,African American,Some College,16.9,12,No,Moderate,Yes,Yes,No,No,2.8,2.0,D
1862,2863,17,Female,Caucasian,Bachelor's,14.7,22,No,Moderate,Yes,No,Yes,No,1.3,4.0,A
1863,2864,16,Female,African American,Bachelor's,4.2,13,No,High,Yes,No,No,No,2.1,3.0,B
1864,2865,18,Female,Other,Some College,2.9,19,No,Moderate,No,No,No,No,1.1,4.0,A
1865,2866,16,Female,Caucasian,Bachelor's,6.3,18,Yes,None,No,No,Yes,No,1.3,4.0,A
1866,2867,16,Male,Caucasian,None,19.5,29,No,High,Yes,Yes,No,No,1.1,4.0,A
1867,2868,15,Male,Caucasian,Bachelor's,5.1,22,Yes,Moderate,No,No,No,Yes,0.7,4.0,A
1868,2869,15,Male,Caucasian,High School,9.1,26,No,Low,No,Yes,Yes,No,0.7,4.0,A
1869,2870,16,Female,Asian,High School,0.6,26,No,Very High,Yes,Yes,Yes,No,1.0,4.0,A
1870,2871,17,Male,Caucasian,High School,7.9,6,Yes,Very High,No,No,No,No,3.4,1.0,F
1871,2872,15,Male,Caucasian,Some College,11.4,3,Yes,High,No,No,No,No,3.2,1.0,F
1872,2873,17,Male,African American,High School,19.1,11,No,High,No,No,No,No,2.3,3.0,B
1873,2874,16,Male,Caucasian,High School,10.3,22,No,None,No,Yes,No,No,0.8,4.0,A
1874,2875,16,Male,African American,High School,16.4,26,No,Very High,No,No,No,No,0.9,4.0,A
1875,2876,18,Female,Caucasian,High School,10.9,13,No,Moderate,No,Yes,No,No,1.7,4.0,A
1876,2877,15,Male,Asian,Some College,0.8,1,No,Low,No,No,Yes,Yes,2.8,2.0,D
1877,2878,16,Female,Other,Some College,6.3,0,No,High,Yes,No,Yes,No,3.5,1.0,F
1878,2879,18,Female,African American,High School,11.5,27,No,Low,No,Yes,No,No,0.7,4.0,A
1879,2880,15,Female,Other,Some College,19.0,17,No,Moderate,Yes,No,No,No,2.2,3.0,B
1880,2881,16,Female,Caucasian,Bachelor's,17.2,19,Yes,Low,No,No,No,No,1.9,4.0,A
1881,2882,16,Female,Caucasian,Some College,4.6,7,Yes,Moderate,Yes,No,Yes,No,2.9,2.0,D
1882,2883,15,Male,African American,High School,4.4,2,No,Moderate,Yes,Yes,No,Yes,3.3,1.0,F
1883,2884,15,Male,African American,Some College,4.0,25,No,Moderate,Yes,Yes,Yes,No,1.0,4.0,A
1884,2885,15,Male,Caucasian,High School,18.4,5,No,None,Yes,Yes,No,Yes,2.5,3.0,B
1885,2886,16,Female,Caucasian,High School,17.1,21,Yes,Moderate,No,No,No,No,1.7,4.0,A
1886,2887,16,Male,Caucasian,High School,15.5,12,No,Moderate,No,No,Yes,No,2.3,3.0,B
1887,2888,18,Male,Caucasian,Bachelor's,7.9,8,No,Low,No,No,No,No,2.2,3.0,B
1888,2889,17,Female,Caucasian,High School,10.1,8,No,Very High,No,No,No,Yes,2.5,2.0,D
1889,2890,15,Female,Asian,None,9.3,19,No,Moderate,No,No,No,No,1.1,4.0,A
1890,2891,16,Female,Caucasian,High School,5.1,8,No,High,No,No,Yes,Yes,2.4,3.0,B
1891,2892,16,Female,Caucasian,Bachelor's,10.1,14,Yes,Low,No,No,No,No,1.9,4.0,A
1892,2893,15,Male,African American,Some College,0.6,12,No,Moderate,Yes,Yes,No,No,1.6,4.0,A
1893,2894,17,Female,African American,High School,2.6,21,No,Low,Yes,Yes,No,No,1.1,4.0,A
1894,2895,15,Female,Asian,Some College,17.7,15,No,Moderate,No,Yes,No,No,2.4,3.0,B
1895,2896,17,Male,African American,Some College,15.0,1,No,Low,No,No,No,No,3.0,2.0,D
1896,2897,16,Male,Caucasian,Some College,8.5,25,No,Moderate,Yes,No,No,No,0.4,4.0,A
1897,2898,17,Female,Asian,High School,10.3,13,No,Moderate,No,No,Yes,Yes,1.9,4.0,A
1898,2899,18,Male,African American,Bachelor's,7.4,26,No,Low,No,No,No,No,0.3,4.0,A
1899,2900,16,Female,Caucasian,High School,14.8,5,Yes,High,No,No,No,Yes,3.2,1.0,F
1900,2901,18,Female,African American,Some College,15.7,1,Yes,Very High,No,Yes,No,No,4.0,0.0,F
1901,2902,15,Male,Other,None,15.3,7,No,Low,No,No,No,No,2.8,2.0,D
1902,2903,15,Male,Caucasian,High School,14.5,3,Yes,High,Yes,No,No,No,3.6,0.0,F
1903,2904,15,Female,Caucasian,High School,4.1,20,Yes,High,No,No,No,No,1.4,4.0,A
1904,2905,17,Female,Caucasian,Some College,6.8,23,No,Moderate,No,No,Yes,No,0.7,4.0,A
1905,2906,16,Female,Caucasian,None,9.4,13,No,High,Yes,No,No,Yes,2.3,3.0,B
1906,2907,15,Male,Caucasian,Some College,6.6,10,No,Very High,Yes,No,No,No,2.8,2.0,D
1907,2908,15,Female,African American,High School,15.1,23,No,Moderate,No,No,No,Yes,0.8,4.0,A
1908,2909,16,Female,Caucasian,Some College,6.6,27,Yes,High,Yes,No,No,Yes,0.9,4.0,A
1909,2910,15,Female,Other,Bachelor's,2.8,13,No,High,Yes,No,No,No,1.5,4.0,A
1910,2911,18,Female,Asian,Some College,8.0,11,No,Moderate,Yes,No,Yes,No,2.1,3.0,B
1911,2912,16,Female,African American,Some College,19.6,15,No,Moderate,Yes,No,No,No,2.5,3.0,B
1912,2913,16,Male,Asian,Some College,4.5,5,No,Very High,Yes,No,No,No,2.9,2.0,D
1913,2914,16,Female,Caucasian,High School,12.2,19,No,High,No,Yes,No,No,1.7,4.0,A
1914,2915,18,Female,Caucasian,Bachelor's,8.7,0,No,Low,Yes,No,No,No,3.0,2.0,D
1915,2916,16,Female,African American,High School,1.4,11,No,Low,Yes,No,Yes,No,2.0,3.0,B
1916,2917,18,Female,Asian,Some College,9.8,6,Yes,Very High,No,Yes,No,No,3.2,1.0,F
1917,2918,16,Male,Asian,Some College,14.0,7,Yes,None,No,No,No,No,2.6,2.0,D
1918,2919,17,Male,Caucasian,High School,10.3,8,Yes,High,Yes,Yes,No,No,3.1,1.0,F
1919,2920,15,Male,Other,High School,17.4,1,Yes,Low,Yes,Yes,No,No,4.0,0.0,F
1920,2921,17,Female,Caucasian,Some College,5.8,16,Yes,None,No,No,No,Yes,1.4,4.0,A
1921,2922,15,Female,Asian,Bachelor's,1.7,19,No,None,No,Yes,No,No,0.7,4.0,A
1922,2923,18,Male,Other,Bachelor's,18.7,12,No,Moderate,Yes,No,No,No,2.2,3.0,B
1923,2924,17,Male,Caucasian,Some College,7.6,4,No,None,No,No,No,Yes,2.0,4.0,A
1924,2925,16,Male,Asian,Some College,11.5,9,No,Moderate,No,Yes,No,No,2.5,3.0,B
1925,2926,15,Female,Caucasian,Bachelor's,15.8,11,No,High,No,Yes,No,No,2.5,2.0,D
1926,2927,15,Female,Caucasian,None,6.5,16,Yes,Moderate,No,No,Yes,No,2.1,3.0,B
1927,2928,17,Male,African American,High School,14.3,20,No,High,Yes,No,No,Yes,1.3,4.0,A
1928,2929,18,Male,African American,Some College,2.7,5,No,Moderate,No,No,No,Yes,2.2,3.0,B
1929,2930,17,Male,Other,Bachelor's,5.8,2,No,Moderate,No,No,No,No,2.6,2.0,D
1930,2931,18,Female,African American,Bachelor's,2.9,27,No,Moderate,No,No,Yes,No,0.3,4.0,A
1931,2932,18,Female,Caucasian,Some College,16.2,14,Yes,Moderate,No,Yes,No,No,2.1,3.0,B
1932,2933,15,Female,Asian,None,4.5,6,No,Very High,Yes,No,No,No,2.8,2.0,D
1933,2934,17,Male,Other,Some College,14.3,29,No,High,No,No,No,No,0.5,4.0,A
1934,2935,17,Male,Caucasian,High School,18.9,5,No,Moderate,No,No,No,No,2.9,2.0,D
1935,2936,18,Female,Other,High School,10.6,3,Yes,High,No,No,No,No,3.5,1.0,F
1936,2937,17,Male,Caucasian,Some College,10.8,18,No,Moderate,No,No,No,No,1.3,4.0,A
1937,2938,16,Female,Asian,None,9.2,4,No,Low,Yes,No,No,No,2.7,2.0,D
1938,2939,16,Male,Caucasian,Bachelor's,6.5,2,Yes,Moderate,No,Yes,No,No,3.5,1.0,F
1939,2940,17,Male,Caucasian,Some College,9.5,25,No,High,Yes,No,No,No,0.9,4.0,A
1940,2941,17,Male,Caucasian,Some College,12.1,24,No,Moderate,No,No,No,Yes,0.5,4.0,A
1941,2942,18,Male,African American,None,19.7,8,No,High,No,Yes,No,No,2.7,2.0,D
1942,2943,16,Female,Caucasian,High School,18.8,5,Yes,Moderate,Yes,No,No,No,3.1,1.0,F
1943,2944,16,Male,Caucasian,None,17.2,12,No,Moderate,Yes,No,No,No,2.1,3.0,B
1944,2945,15,Female,African American,Higher,17.8,26,No,Very High,Yes,Yes,Yes,No,2.0,4.0,A
1945,2946,18,Female,Other,Bachelor's,9.4,21,No,Moderate,No,No,No,No,0.8,4.0,A
1946,2947,15,Female,Caucasian,Some College,13.1,27,No,High,No,No,No,No,0.6,4.0,A
1947,2948,16,Male,Caucasian,High School,17.9,29,No,High,Yes,Yes,Yes,No,1.1,4.0,A
1948,2949,18,Female,Caucasian,Bachelor's,7.9,19,No,Very High,No,Yes,Yes,No,1.8,4.0,A
1949,2950,17,Female,Caucasian,High School,19.2,3,No,None,Yes,No,No,No,2.8,2.0,D
1950,2951,18,Female,Asian,High School,8.3,1,No,Low,Yes,No,Yes,Yes,3.2,1.0,F
1951,2952,17,Male,Asian,Some College,12.0,25,No,High,Yes,No,No,No,0.7,4.0,A
1952,2953,17,Male,African American,Bachelor's,14.2,3,No,Moderate,Yes,No,No,No,2.9,2.0,D
1953,2954,18,Female,Caucasian,None,19.0,7,No,Moderate,No,No,No,No,2.9,2.0,D
1954,2955,17,Male,Asian,High School,4.9,12,No,Low,Yes,Yes,No,No,1.8,4.0,A
1955,2956,15,Female,African American,Bachelor's,14.9,9,No,Low,No,No,No,Yes,2.5,3.0,B
1956,2957,16,Female,Asian,High School,10.4,17,Yes,Moderate,No,No,No,No,1.9,4.0,A
1957,2958,17,Male,African American,High School,5.4,8,No,Low,No,No,No,No,2.3,3.0,B
1958,2959,15,Female,Asian,Some College,15.5,29,No,Low,No,Yes,No,No,0.6,4.0,A
1959,2960,17,Male,African American,Bachelor's,11.0,0,No,None,Yes,No,Yes,Yes,2.9,2.0,D
1960,2961,16,Male,Caucasian,Some College,13.2,12,No,Low,Yes,No,No,No,1.7,4.0,A
1961,2962,15,Female,Other,Higher,6.5,17,Yes,High,No,Yes,No,No,1.7,4.0,A
1962,2963,16,Male,African American,Some College,9.6,14,No,High,No,No,No,No,1.6,4.0,A
1963,2964,16,Male,African American,None,12.3,1,No,None,Yes,No,No,Yes,2.7,2.0,D
1964,2965,15,Female,Caucasian,Higher,8.1,10,No,Low,Yes,No,No,No,2.0,4.0,A
1965,2966,15,Female,African American,Some College,4.0,28,No,Moderate,Yes,Yes,No,No,0.7,4.0,A
1966,2967,15,Male,African American,High School,19.2,13,No,Moderate,Yes,Yes,No,No,2.6,2.0,D
1967,2968,18,Male,Caucasian,Some College,10.2,21,No,High,Yes,No,Yes,No,1.6,4.0,A
1968,2969,15,Female,Caucasian,High School,14.7,14,Yes,High,No,No,No,No,2.2,3.0,B
1969,2970,15,Male,African American,None,8.2,13,Yes,High,Yes,No,No,No,2.3,3.0,B
1970,2971,15,Male,Asian,None,7.1,15,No,Moderate,Yes,No,No,No,1.8,4.0,A
1971,2972,15,Male,African American,Some College,8.1,22,No,Moderate,Yes,Yes,No,Yes,1.1,4.0,A
1972,2973,17,Male,Caucasian,Bachelor's,8.2,28,Yes,High,No,No,No,No,0.8,4.0,A
1973,2974,18,Male,African American,Some College,10.9,14,No,None,Yes,Yes,No,No,1.6,4.0,A
1974,2975,16,Male,Caucasian,Higher,10.9,18,No,None,No,No,No,No,0.9,4.0,A
1975,2976,15,Male,Caucasian,High School,9.9,26,Yes,None,No,Yes,Yes,No,0.6,4.0,A
1976,2977,17,Female,Caucasian,High School,2.7,8,No,Moderate,Yes,Yes,No,No,2.6,2.0,D
1977,2978,17,Female,Caucasian,High School,9.9,4,No,Low,No,No,No,No,2.3,3.0,B
1978,2979,17,Female,Caucasian,High School,3.4,4,No,Low,No,No,Yes,No,2.3,3.0,B
1979,2980,16,Female,Caucasian,High School,2.5,10,No,High,Yes,No,No,No,2.3,3.0,B
1980,2981,15,Female,Caucasian,Some College,18.7,27,Yes,Very High,Yes,Yes,Yes,Yes,1.6,4.0,A
1981,2982,18,Male,Caucasian,Bachelor's,12.1,19,No,Low,Yes,No,Yes,No,1.6,4.0,A
1982,2983,18,Male,African American,Higher,13.2,24,Yes,Moderate,No,Yes,Yes,No,1.6,4.0,A
1983,2984,17,Male,Caucasian,High School,8.0,23,No,Low,Yes,No,No,No,0.7,4.0,A
1984,2985,16,Male,Caucasian,Bachelor's,18.2,27,No,Very High,No,No,No,No,1.0,4.0,A
1985,2986,16,Female,Asian,High School,12.8,3,No,Low,Yes,No,No,Yes,3.3,1.0,F
1986,2987,16,Male,Caucasian,High School,15.4,19,No,High,No,Yes,No,No,1.9,4.0,A
1987,2988,18,Male,African American,Bachelor's,7.4,17,No,Low,Yes,No,No,No,1.5,4.0,A
1988,2989,17,Female,Caucasian,Some College,19.2,24,No,High,No,No,No,No,1.4,4.0,A
1989,2990,15,Male,Caucasian,High School,16.4,2,Yes,Low,Yes,Yes,No,No,3.4,1.0,F
1990,2991,18,Male,African American,Some College,17.1,3,Yes,Low,No,Yes,No,No,3.6,0.0,F
1991,2992,17,Female,African American,High School,3.4,13,No,Low,Yes,Yes,Yes,No,2.1,3.0,B
1992,2993,17,Male,Asian,Some College,5.4,6,No,Low,No,No,No,No,2.5,2.0,D
1993,2994,15,Male,African American,Some College,5.7,25,Yes,High,Yes,No,No,No,1.0,4.0,A
1994,2995,15,Male,Other,Higher,5.4,7,No,High,No,No,No,No,2.7,2.0,D
1995,2996,15,Male,Caucasian,None,17.1,23,No,Moderate,No,Yes,No,No,0.9,4.0,A
1996,2997,16,Male,Caucasian,High School,0.6,15,Yes,Very High,Yes,No,No,No,2.0,4.0,A
1997,2998,15,Female,Caucasian,Some College,1.5,19,No,Moderate,Yes,No,No,No,1.2,4.0,A
1998,2999,17,Female,Caucasian,Some College,5.5,14,No,Very High,No,Yes,No,No,2.2,3.0,B
1999,3000,15,Female,African American,High School,4.0,6,No,Low,No,No,Yes,No,1.9,4.0,A
2000,3001,17,Female,African American,Some College,4.6,25,No,Very High,Yes,No,Yes,No,0.8,4.0,A
2001,3002,18,Female,Caucasian,Bachelor's,16.0,16,No,None,Yes,No,No,Yes,1.4,4.0,A
2002,3003,16,Female,Other,Bachelor's,11.3,21,No,Moderate,No,No,No,No,0.9,4.0,A
2003,3004,18,Male,Asian,Bachelor's,0.1,21,Yes,Moderate,Yes,No,No,No,1.0,4.0,A
2004,3005,18,Female,Caucasian,Bachelor's,8.6,21,No,Moderate,Yes,Yes,No,No,1.4,4.0,A
2005,3006,17,Female,Caucasian,Some College,8.2,11,No,Moderate,No,Yes,No,Yes,2.4,3.0,B
2006,3007,18,Male,Caucasian,Bachelor's,2.3,17,No,Moderate,No,No,Yes,No,1.2,4.0,A
2007,3008,17,Male,Caucasian,High School,13.5,23,Yes,Very High,Yes,No,No,No,2.0,4.0,A
2008,3009,15,Female,Caucasian,High School,14.0,13,Yes,Very High,Yes,No,No,No,2.7,2.0,D
2009,3010,15,Male,African American,High School,14.4,14,Yes,Very High,Yes,Yes,No,No,2.7,2.0,D
2010,3011,17,Female,Caucasian,Some College,14.6,14,No,Very High,No,No,Yes,No,2.5,3.0,B
2011,3012,15,Male,Caucasian,High School,0.0,4,Yes,High,No,Yes,No,No,3.0,2.0,D
2012,3013,16,Female,Other,Higher,19.1,15,No,Very High,No,Yes,No,No,2.2,3.0,B
2013,3014,18,Male,African American,High School,16.3,4,No,High,Yes,No,No,No,3.5,0.0,F
2014,3015,16,Male,Other,None,18.1,1,No,Moderate,No,No,Yes,No,3.4,1.0,F
2015,3016,18,Female,Caucasian,Some College,0.3,19,No,High,No,No,No,No,1.4,4.0,A
2016,3017,15,Female,Caucasian,None,18.7,27,Yes,Very High,No,No,No,No,1.1,4.0,A
2017,3018,16,Female,African American,High School,16.2,24,No,High,No,No,No,No,0.8,4.0,A
2018,3019,15,Female,Caucasian,High School,16.7,8,No,Moderate,No,No,No,No,2.3,3.0,B
2019,3020,18,Female,Caucasian,Some College,1.9,21,No,None,No,No,No,Yes,0.3,4.0,A
2020,3021,17,Male,African American,Some College,14.8,26,No,High,Yes,No,Yes,No,1.1,4.0,A
2021,3022,17,Female,African American,Some College,19.2,8,No,Very High,No,No,No,No,2.7,2.0,D
2022,3023,16,Female,Caucasian,Some College,13.6,3,No,Moderate,No,No,No,No,2.7,2.0,D
2023,3024,15,Male,Caucasian,Some College,11.4,14,No,Low,No,No,No,No,1.5,4.0,A
2024,3025,15,Male,Caucasian,High School,18.9,10,No,Moderate,No,Yes,Yes,No,2.7,2.0,D
2025,3026,16,Female,Caucasian,High School,8.9,0,Yes,Moderate,No,Yes,Yes,No,3.7,0.0,F
2026,3027,17,Male,Caucasian,Some College,12.0,17,Yes,Moderate,No,No,No,No,1.7,4.0,A
2027,3028,18,Male,Caucasian,None,9.5,28,Yes,High,No,No,No,No,1.0,4.0,A
2028,3029,16,Female,Caucasian,None,18.7,0,Yes,Very High,Yes,No,No,Yes,4.0,0.0,F
2029,3030,18,Male,Other,Some College,1.5,7,No,High,No,No,No,No,1.9,4.0,A
2030,3031,17,Male,African American,Some College,10.0,24,Yes,Moderate,No,No,No,No,1.0,4.0,A
2031,3032,15,Female,Asian,High School,13.7,15,No,Very High,Yes,Yes,No,No,2.4,3.0,B
2032,3033,17,Female,Caucasian,High School,15.8,25,Yes,Moderate,No,No,No,No,1.2,4.0,A
2033,3034,16,Male,Caucasian,Bachelor's,11.7,27,No,Low,Yes,No,No,No,0.3,4.0,A
2034,3035,15,Male,Caucasian,Bachelor's,18.2,21,Yes,Moderate,No,Yes,No,No,1.9,4.0,A
2035,3036,16,Female,Caucasian,Some College,18.8,17,No,High,No,No,Yes,No,2.0,3.0,B
2036,3037,16,Male,Caucasian,Some College,1.3,21,No,High,No,No,No,No,0.9,4.0,A
2037,3038,17,Male,Asian,Some College,8.0,8,No,Very High,Yes,Yes,No,No,3.1,1.0,F
2038,3039,16,Male,African American,Higher,0.5,11,No,Moderate,No,No,No,No,1.9,4.0,A
2039,3040,17,Female,African American,Higher,6.6,18,Yes,Low,No,No,No,No,1.5,4.0,A
2040,3041,15,Male,Caucasian,High School,10.7,24,No,None,No,Yes,No,No,0.2,4.0,A
2041,3042,17,Male,Other,Bachelor's,18.2,17,No,High,No,Yes,No,No,1.7,4.0,A
2042,3043,15,Female,Caucasian,High School,16.9,26,Yes,High,Yes,Yes,No,No,1.4,4.0,A
2043,3044,17,Male,Caucasian,High School,2.5,4,No,Moderate,No,Yes,No,No,2.4,3.0,B
2044,3045,18,Male,Caucasian,Some College,1.9,26,No,Moderate,Yes,No,No,No,0.3,4.0,A
2045,3046,18,Female,Asian,Some College,11.8,1,No,Very High,No,Yes,No,No,3.5,0.0,F
2046,3047,16,Female,Other,Bachelor's,10.6,6,No,Very High,Yes,Yes,No,No,3.1,1.0,F
2047,3048,17,Female,Caucasian,None,5.3,26,Yes,Low,No,Yes,No,No,0.7,4.0,A
2048,3049,17,Female,Asian,Some College,18.0,9,Yes,High,Yes,Yes,No,No,3.5,0.0,F
2049,3050,15,Male,Asian,Bachelor's,18.5,14,Yes,High,No,No,Yes,No,2.9,2.0,D
2050,3051,16,Male,Caucasian,Bachelor's,8.1,24,No,Low,Yes,Yes,Yes,No,1.1,4.0,A
2051,3052,17,Female,Caucasian,High School,17.8,6,No,Moderate,Yes,No,No,No,3.2,1.0,F
2052,3053,16,Female,Caucasian,High School,7.7,27,No,Low,No,No,No,No,0.1,4.0,A
2053,3054,18,Male,Other,Some College,14.7,4,Yes,Low,Yes,No,No,No,3.0,1.0,F
2054,3055,17,Female,Caucasian,High School,9.5,14,No,High,Yes,Yes,No,No,2.2,3.0,B
2055,3056,17,Male,Asian,Higher,2.5,19,No,Moderate,Yes,No,No,Yes,1.1,4.0,A
2056,3057,16,Female,Caucasian,Bachelor's,18.6,27,No,Moderate,No,Yes,No,No,1.0,4.0,A
2057,3058,17,Male,Asian,High School,9.1,19,No,Moderate,No,No,No,No,1.2,4.0,A
2058,3059,16,Female,Caucasian,High School,14.7,14,Yes,None,Yes,No,No,No,2.3,3.0,B
2059,3060,17,Female,African American,None,7.3,9,No,High,No,No,No,Yes,2.3,3.0,B
2060,3061,15,Male,Asian,Bachelor's,0.4,23,No,Moderate,No,No,No,Yes,0.4,4.0,A
2061,3062,16,Female,Asian,High School,2.0,25,No,Moderate,Yes,Yes,No,No,0.7,4.0,A
2062,3063,17,Male,Asian,Some College,9.9,28,Yes,Very High,No,No,No,No,0.7,4.0,A
2063,3064,18,Male,Caucasian,Some College,13.8,25,No,Moderate,No,No,Yes,No,1.0,4.0,A
2064,3065,17,Male,African American,Some College,6.7,13,No,High,No,No,No,No,1.8,4.0,A
2065,3066,18,Male,Caucasian,None,13.9,25,No,Moderate,Yes,No,No,No,0.9,4.0,A
2066,3067,18,Male,Caucasian,High School,14.0,25,No,High,Yes,No,No,No,1.2,4.0,A
2067,3068,15,Female,African American,Bachelor's,14.1,9,Yes,High,Yes,No,No,No,3.0,1.0,F
2068,3069,16,Female,Caucasian,Bachelor's,9.9,16,No,Low,Yes,No,No,No,1.8,4.0,A
2069,3070,17,Male,African American,Some College,18.3,20,Yes,High,No,No,Yes,No,2.0,4.0,A
2070,3071,15,Female,Other,None,9.8,13,No,None,No,No,No,Yes,1.3,4.0,A
2071,3072,17,Male,Caucasian,High School,9.0,1,Yes,Very High,No,Yes,Yes,No,3.8,0.0,F
2072,3073,18,Female,African American,Some College,4.0,15,Yes,Moderate,No,Yes,Yes,No,1.9,4.0,A
2073,3074,16,Female,Caucasian,High School,6.2,12,No,High,No,No,No,No,1.8,4.0,A
2074,3075,17,Female,Caucasian,Bachelor's,0.8,26,No,Moderate,Yes,No,No,Yes,0.6,4.0,A
2075,3076,17,Female,Caucasian,Some College,12.7,8,No,High,Yes,No,Yes,No,2.9,2.0,D
2076,3077,18,Male,Other,None,5.0,6,No,Very High,No,No,No,No,2.7,2.0,D
2077,3078,17,Male,Asian,Bachelor's,6.1,15,No,High,Yes,No,No,No,1.9,4.0,A
2078,3079,17,Female,Other,Higher,15.4,9,No,Low,Yes,No,No,No,2.5,3.0,B
2079,3080,18,Female,Other,None,6.5,23,Yes,Moderate,Yes,No,No,No,1.2,4.0,A
2080,3081,15,Male,Caucasian,Some College,4.8,21,No,Moderate,No,Yes,No,No,1.5,4.0,A
2081,3082,18,Female,Caucasian,High School,3.4,8,Yes,Moderate,No,Yes,No,No,2.7,2.0,D
2082,3083,15,Male,African American,High School,15.5,21,No,Moderate,No,No,Yes,No,1.1,4.0,A
2083,3084,16,Male,Caucasian,High School,2.6,22,No,Moderate,No,No,No,No,0.7,4.0,A
2084,3085,15,Male,Caucasian,Some College,9.1,6,Yes,Moderate,No,No,Yes,No,2.9,2.0,D
2085,3086,15,Female,Caucasian,Higher,10.1,15,No,Low,Yes,No,No,No,1.4,4.0,A
2086,3087,16,Male,African American,Some College,13.7,8,No,Moderate,No,No,No,No,1.9,4.0,A
2087,3088,15,Female,African American,None,12.7,26,Yes,Low,No,Yes,Yes,No,1.1,4.0,A
2088,3089,18,Male,Caucasian,Some College,16.2,23,Yes,Low,No,Yes,No,No,1.2,4.0,A
2089,3090,15,Female,Caucasian,High School,0.9,28,No,High,Yes,No,No,No,0.1,4.0,A
2090,3091,16,Female,African American,Bachelor's,5.9,16,No,None,No,Yes,No,Yes,1.2,4.0,A
2091,3092,18,Female,African American,Some College,5.6,19,No,Moderate,No,No,No,No,1.0,4.0,A
2092,3093,16,Male,Caucasian,High School,2.9,6,No,Moderate,Yes,No,Yes,No,2.5,2.0,D
2093,3094,16,Male,Asian,High School,5.8,10,No,Moderate,No,No,No,No,2.0,3.0,B
2094,3095,17,Female,Caucasian,Some College,6.2,7,No,High,Yes,No,No,No,2.7,2.0,D
